species,abundence_cols.Healthy_stool_100_100,abundence_cols.Healthy_stool_100_10,abundence_cols.Healthy_stool_100_1,abundence_cols.Healthy_stool_100_50,abundence_cols.Healthy_stool_10_100,abundence_cols.Healthy_stool_10_10,abundence_cols.Healthy_stool_10_1,abundence_cols.Healthy_stool_10_50
Microbacterium foliorum,33,94,88,68,0,0,0,0
Microbacterium oleivorans,22,25,58,44,132,105,113,128
Microbacterium lemovicicum,20,18,14,21,0,0,0,0
Microbacterium hominis,16,0,0,0,0,0,0,0
Microbacterium esteraromaticum,14,21,0,0,0,0,0,0
Microbacterium amylolyticum,12,0,0,0,0,0,0,0
Microbacterium pygmaeum,10,0,0,0,0,0,0,0
Candidatus Aquiluna sp. 15G-AUS-rot,24,33,65,43,80,95,76,83
Candidatus Aquiluna sp. UB-MaderosW2red,15,0,68,21,34,27,70,35
Rhodoluna lacicola,14,22,0,20,54,52,30,54
Rhodoluna limnophila,12,18,0,0,0,0,0,0
Rathayibacter sp. VKM Ac-2801,36,0,0,0,0,0,0,0
Leifsonia sp. PS1209,23,0,0,39,89,81,47,65
Leifsonia shinshuensis,10,12,0,0,0,0,0,0
Agromyces protaetiae,17,0,0,0,12,0,0,0
Agromyces flavus,15,23,20,32,73,44,42,20
Cryobacterium soli,22,23,0,16,0,0,0,0
Cryobacterium sp. LW097,12,0,0,10,0,0,0,0
Cryobacterium arcticum,11,0,0,0,0,0,0,0
Humibacter sp. BT305,61,0,0,19,0,0,0,0
Humibacter sp. WJ7-1,11,0,0,0,0,0,0,0
Agrococcus jejuensis,36,30,0,20,16,0,0,0
Leucobacter sp. HDW9C,14,0,0,22,0,0,0,0
Gryllotalpicola protaetiae,17,0,0,0,0,0,0,0
Glaciihabitans sp. INWT7,13,0,0,0,0,0,0,0
Arthrobacter sp. YN,32,23,0,31,56,49,15,22
Arthrobacter sp. YC-RL1,26,24,15,25,0,0,0,0
Arthrobacter sp. FB24,33,0,0,21,0,0,0,0
Arthrobacter sp. ERGS1:01,19,0,0,0,0,0,0,0
Arthrobacter sp. U41,19,17,0,0,0,0,0,0
Arthrobacter sp. 24S4-2,18,21,16,21,0,0,0,0
Arthrobacter sp. PAMC 25486,17,0,0,0,0,0,0,0
Arthrobacter sp. QXT-31,14,18,0,13,0,0,0,0
Arthrobacter sp. UKPF54-2,18,0,0,0,0,0,0,0
Arthrobacter citreus,55,91,508,119,83,269,500,251
Arthrobacter crystallopoietes,20,19,27,26,54,29,39,27
Pseudarthrobacter sp. NBSH8,24,19,0,30,0,0,0,0
Pseudarthrobacter chlorophenolicus,30,15,21,26,70,47,24,56
Pseudarthrobacter equi,14,19,21,33,121,87,49,36
Kocuria sp. TGY1120_3,36,0,0,0,0,0,0,0
Rothia mucilaginosa,34,44,25,49,45,25,31,19
Rothia aeria,15,0,0,0,0,0,0,0
Rothia dentocariosa,11,10,85,12,35,53,97,45
Glutamicibacter arilaitensis,26,37,13,18,0,0,0,0
Glutamicibacter mishrai,13,0,0,0,0,0,0,0
Micrococcus luteus,21,0,0,0,0,0,0,0
Auritidibacter sp. NML130574,18,26,0,20,17,26,22,35
Neomicrococcus aestuarii,16,0,0,0,0,0,0,0
Nesterenkonia sp. NBAIMH1,13,18,0,21,63,31,30,19
Renibacterium salmoninarum,12,11,0,0,0,0,0,0
Sinomonas atrocyanea,11,13,0,0,0,0,0,0
Brevibacterium sp. CS2,17,32,0,17,0,0,0,0
Brevibacterium sp. 'Marine',17,0,0,0,0,0,0,0
Brevibacterium aurantiacum,35,34,11,26,0,0,0,0
Brevibacterium linens,27,31,34,63,84,49,46,39
Brevibacterium luteolum,20,30,329,68,68,152,313,143
Brevibacterium sandarakinum,14,16,0,10,0,0,0,0
Cellulomonas sp. JZ18,29,0,0,17,15,13,14,12
Cellulomonas sp. H30R-01,16,0,0,0,0,0,0,0
Cellulomonas sp. 40-2,13,11,0,0,0,0,0,0
Cellulomonas flavigena,21,14,0,16,0,0,0,0
Cellulomonas gilvus,32,0,0,0,0,0,0,0
Serinicoccus chungangensis,19,16,0,18,62,28,34,26
Janibacter melonis,21,0,0,0,0,0,0,0
Tetrasphaera sp. HKS02,14,0,0,17,0,0,0,0
Brachybacterium saurashtrense,11,10,0,22,0,0,0,0
Brachybacterium ginsengisoli,10,0,0,0,0,0,0,0
Dermabacter vaginalis,24,0,0,0,0,0,0,0
Dermabacter jinjuensis,20,27,47,0,0,21,39,19
Devriesea agamarum,19,0,0,0,0,0,0,0
Xylanimonas allomyrinae,29,23,0,0,0,0,0,0
Miniimonas sp. S16,24,0,0,0,17,10,0,0
Beutenbergia cavernae,12,0,0,0,0,0,0,0
Sanguibacter keddieii,22,0,0,0,0,0,0,0
Luteipulveratus mongoliensis,18,41,199,53,48,114,223,126
Ruania sp. HY168,11,0,0,0,0,0,0,0
Streptomyces sp. CdTB01,28,25,0,41,50,44,22,20
Streptomyces sp. NA04227,20,19,16,23,69,38,43,21
Streptomyces sp. 769,39,51,0,36,32,30,0,27
Streptomyces sp. T44,19,0,0,0,0,0,0,0
Streptomyces sp. NHF165,13,0,0,0,0,0,0,0
Streptomyces sp. M2,16,0,16,0,0,0,0,0
Streptomyces sp. QHH-9511,16,0,0,0,0,0,0,0
Streptomyces sp. SAT1,16,0,0,25,63,34,18,16
Streptomyces sp. SM18,15,23,0,0,20,15,0,0
Streptomyces sp. PAMC 26508,331,0,0,0,0,0,0,0
Streptomyces sp. SirexAA-E,13,0,0,0,0,0,0,0
Streptomyces venezuelae,62,28,0,53,0,0,0,0
Streptomyces chartreusis,36,23,0,20,0,0,0,0
Streptomyces albus,25,0,0,18,11,0,0,0
Streptomyces globisporus,40,53,31,79,98,70,65,45
Streptomyces lunaelactis,20,25,0,15,15,0,0,11
Streptomyces tsukubensis,18,16,0,20,0,0,0,0
Streptomyces rectiverticillatus,19,0,0,0,0,0,0,0
Streptomyces olivoreticuli,19,26,24,27,56,53,36,37
Streptomyces seoulensis,21,0,17,0,18,19,16,0
Streptomyces griseorubiginosus,20,15,0,27,33,25,15,14
Streptomyces nitrosporeus,19,0,0,0,0,0,0,0
Streptomyces lincolnensis,19,0,0,0,0,0,0,0
Streptomyces vietnamensis,19,16,0,0,0,0,0,0
Streptomyces spectabilis,20,0,0,0,0,0,0,0
Streptomyces lavendulae,19,48,42,76,177,107,94,78
Streptomyces rimosus,15,17,0,0,0,0,0,0
Streptomyces paludis,13,17,15,17,41,10,0,0
Streptomyces noursei,15,0,0,14,0,0,0,0
Streptomyces pristinaespiralis,16,0,0,0,0,0,0,0
Streptomyces gilvosporeus,14,21,0,29,43,27,21,15
Streptomyces peucetius,12,15,33,18,49,23,47,28
Streptomyces ficellus,13,0,0,0,0,0,15,0
Kitasatospora sp. MMS16-BH015,20,0,13,16,31,26,0,16
Streptacidiphilus bronchialis,20,15,0,22,0,0,0,0
Nocardioides sp. KUDC 5002,23,32,28,48,138,90,73,54
Nocardioides sp. HY056,19,38,269,70,92,136,263,163
Nocardioides sp. CF8,15,11,0,0,0,0,0,0
Nocardioides sp. S-1144,12,15,15,32,85,71,42,52
Nocardioides sp. HDW12B,11,0,0,0,0,0,0,0
Nocardioides sp. dk884,12,0,11,0,19,15,14,23
Nocardioides daphniae,16,0,0,0,0,0,0,0
Nocardioides baekrokdamisoli,10,0,0,0,0,0,0,0
Aeromicrobium sp. MF47,11,0,0,0,0,0,0,0
Aeromicrobium choanae,21,14,0,21,41,25,15,14
Aeromicrobium erythreum,12,0,0,0,0,0,0,0
Kribbella qitaiheensis,37,0,0,16,0,0,0,0
Kribbella flavida,12,0,0,0,0,0,0,0
Micropruina glycogenica,20,11,10,22,41,21,16,16
Friedmanniella sagamiharensis,12,0,0,0,0,0,0,0
Tessaracoccus sp. T2.5-30,34,20,0,14,0,0,0,0
Tessaracoccus timonensis,13,0,0,0,0,0,0,0
Propionibacterium freudenreichii,19,35,317,40,51,145,298,151
Propionibacterium acidifaciens,17,0,0,11,0,0,0,0
Cutibacterium avidum,33,0,40,18,0,0,30,0
Acidipropionibacterium acidipropionici,21,0,0,0,0,0,0,0
Propionimicrobium sp. Marseille-P3275,26,13,11,15,12,0,0,12
Microlunatus soli,13,11,0,10,0,0,0,0
Arachnia propionica,14,11,0,0,0,0,0,0
Auraticoccus monumenti,13,0,23,0,0,14,11,0
Raineyella sp. CBA3103,11,17,0,0,0,0,0,0
Actinomyces sp. dk561,25,17,26,15,0,11,20,12
Actinomyces sp. oral taxon 414,18,12,15,22,40,25,24,27
Actinomyces sp. oral taxon 171,17,42,0,43,0,0,0,0
Actinomyces pacaensis,14,19,19,31,75,63,35,64
Actinomyces naeslundii,39,0,0,0,0,0,0,0
Actinomyces radicidentis,10,0,0,0,0,0,0,0
Trueperella pyogenes,139,95,30,98,74,33,31,24
Trueperella bialowiezensis,13,0,0,0,0,0,0,0
Schaalia odontolytica,27,37,327,75,64,171,278,173
Schaalia cardiffensis,13,0,0,13,12,0,0,16
Arcanobacterium phocae,18,24,28,21,0,0,12,0
Arcanobacterium haemolyticum,16,18,10,17,0,0,0,0
Actinotignum schaalii,30,22,0,18,0,0,0,0
Flaviflexus salsibiostraticola,11,14,0,14,50,28,27,18
Mobiluncus curtisii,19,13,13,18,25,28,14,0
Actinobaculum sp. 313,19,21,28,23,0,0,0,0
Pauljensenia hongkongensis,12,13,0,0,0,0,0,0
Pseudonocardia sp. Gen01,23,27,0,0,0,0,0,0
Pseudonocardia sp. HH130630-07,28,0,0,0,0,0,0,0
Pseudonocardia sp. HH130629-09,26,0,0,0,0,0,0,0
Pseudonocardia dioxanivorans,19,0,0,0,33,0,0,0
Amycolatopsis methanolica,20,0,0,16,27,13,12,0
Amycolatopsis albispora,19,21,0,0,35,15,0,14
Amycolatopsis keratiniphila,15,17,0,0,0,0,0,0
Amycolatopsis mediterranei,13,0,0,0,0,0,0,0
Saccharomonospora marina,36,19,0,21,0,0,0,0
Saccharomonospora viridis,11,12,0,0,0,0,0,0
Saccharomonospora glauca,12,0,0,0,0,0,0,0
Saccharopolyspora erythraea,31,15,0,0,0,0,0,0
Saccharothrix espanaensis,26,0,0,0,0,0,0,0
Saccharothrix syringae,32,34,33,52,113,70,49,48
Actinoalloteichus hymeniacidonis,22,0,0,0,0,0,0,0
Kibdelosporangium phytohabitans,20,0,0,21,28,27,19,0
Lentzea guizhouensis,11,10,0,11,0,0,0,0
Micromonospora sp. WMMC415,12,0,0,0,0,0,0,0
Micromonospora siamensis,27,0,0,0,0,0,0,0
Micromonospora coriariae,20,23,0,0,0,0,0,0
Micromonospora aurantiaca (nom. illeg.),42,0,0,0,0,0,0,0
Micromonospora echinospora,15,15,0,18,13,0,0,0
Micromonospora zamorensis,11,0,0,23,29,14,11,0
Actinoplanes sp. N902-109,23,18,18,13,0,16,32,0
Actinoplanes sp. OR16,28,36,12,25,44,26,21,0
Actinoplanes friuliensis,48,0,0,17,0,0,0,0
Phytohabitans flavus,17,0,0,0,11,0,0,0
Streptosporangium sp. 'caverna',25,26,0,23,0,0,0,0
Nonomuraea sp. WYY166,17,12,0,12,0,0,0,0
Nonomuraea sp. ATCC 55076,11,0,0,0,0,0,0,0
Actinomadura sp. NAK00032,15,20,0,24,45,22,22,20
Actinomadura sp. WMMA1423,18,0,0,0,0,0,0,0
Actinomadura verrucosospora,19,18,0,0,0,0,0,0
Nocardiopsis dassonvillei,15,18,19,25,92,78,34,29
Nocardiopsis gilva,14,0,0,0,0,0,0,0
Candidatus Planktophila versatilis,38,27,112,26,26,44,92,48
Candidatus Planktophila dulcis,30,18,24,26,48,35,29,52
Candidatus Planktophila limnetica,16,33,0,17,0,0,0,0
Candidatus Planktophila lacus,13,0,0,12,0,0,0,0
Candidatus Planktophila sulfonica,11,0,0,0,0,0,0,0
Frankia sp. EAN1pec,16,13,0,26,63,41,30,10
Frankia sp. QA3,17,30,21,25,0,0,0,0
Nakamurella multipartita,21,25,30,26,24,28,26,14
Nakamurella panacisegetis,16,0,0,0,0,0,0,0
Nakamurella sp. s14-144,11,0,0,0,10,0,0,0
Actinobacteria bacterium IMCC26256,19,22,0,0,0,0,0,0
Catenulispora acidiphila,26,10,0,11,18,12,0,11
Blastococcus saxobsidens,13,0,0,0,26,15,12,0
Jiangella alkaliphila,17,60,0,80,0,0,0,0
Acidothermus cellulolyticus,18,0,0,0,0,0,0,0
Kineococcus radiotolerans,10,0,0,0,0,0,0,0
Eggerthella lenta,98430,15115,5847,21760,221,151,113,107
Eggerthella sp. YY7918,518,171,119,284,409,297,192,184
Gordonibacter pamelaeae,92263,12830,5330,18663,3843,2490,1659,1498
Gordonibacter urolithinfaciens,6382,993,483,1426,642,405,305,260
Adlercreutzia equolifaciens,80532,24374,9362,35096,323,201,159,158
Adlercreutzia sp. 8CFCBH1,284,69,33,126,0,0,0,0
Slackia heliotrinireducens,1085,445,274,583,704,486,277,280
Denitrobacterium detoxificans,660,227,122,296,170,108,81,73
Phoenicibacter congonensis,537,440,185,354,92,71,49,100
Arabia massiliensis,512,110,57,164,63,47,27,28
Eggerthellaceae bacterium zg-1050,229,71,28,96,58,62,29,22
Cryptobacterium curtum,147,60,34,58,14,0,0,12
Collinsella aerofaciens,61415,103157,112006,180103,604261,388259,258929,232610
Coriobacteriaceae bacterium 68-1-3,308,82,26,92,13,0,0,0
Coriobacterium glomerans,99,78,47,101,131,85,48,51
Olsenella umbonata,576,167,60,191,48,28,23,35
Olsenella sp. GAM18,384,306,227,425,1006,648,445,393
Olsenella sp. oral taxon 807,48,25,14,42,32,21,17,15
Olsenella uli,90,37,27,53,25,20,11,11
Parolsenella catena,484,299,245,436,1093,683,430,421
Libanicoccus massiliensis,375,323,611,543,1150,852,805,660
Lancefieldella parvula,127,94,45,82,24,22,0,18
Rubrobacter xylanophilus,20,21,10,17,0,0,0,0
Rubrobacter sp. SCSIO 52909,18,10,0,11,0,0,0,0
Rubrobacter radiotolerans,17,15,0,0,0,0,0,0
Iamiaceae bacterium SCSIO 58843,21,18,0,12,18,10,0,0
Ilumatobacter coccineus,14,0,0,16,0,0,0,0
Actinobacteria bacterium IMCC19121,17,15,0,12,0,0,0,0
Nostoc sp. 'Peltigera membranacea cyanobiont' N6,63,55,0,20,0,0,0,0
Nostoc sp. CENA543,17,25,132,22,23,44,82,62
Nostoc sp. PCC 7524,16,26,15,13,0,0,0,0
Nostoc sp. NIES-4103,18,36,173,38,39,109,216,95
Nostoc sp. TCL26-01,14,17,0,0,0,0,0,0
Nostoc sp. C052,40,0,0,0,0,0,0,0
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',17,17,0,20,0,0,0,0
Nostoc flagelliforme,43,34,0,0,0,0,0,0
Nostoc linckia,22,56,110,38,0,0,0,0
Nostoc piscinale,43,20,0,22,0,0,0,0
Anabaena sp. WA102,38,46,0,0,0,0,0,0
Anabaena cylindrica,23,12,0,0,0,0,0,0
Cylindrospermum stagnale,22,35,0,17,0,0,0,0
Trichormus azollae,11,0,0,0,0,0,0,0
Calothrix sp. 336/3,32,31,26,15,0,0,0,0
Calothrix sp. NIES-2100,40,0,0,0,0,0,0,0
Calothrix sp. PCC 7507,14,25,0,12,40,30,0,0
Calothrix sp. NIES-2098,24,25,0,33,0,0,0,0
Calothrix parasitica,31,24,0,28,0,0,0,0
Calothrix brevissima,20,15,0,0,0,0,0,0
Calothrix parietina,15,16,19,26,70,98,32,72
Dolichospermum sp. UHCC 0315A,57,0,0,81,0,0,0,0
Sphaerospermopsis kisseleviana,29,36,23,28,0,0,0,0
Nodularia spumigena,32,51,55,31,0,0,0,0
Raphidiopsis curvata,20,0,0,12,0,0,0,0
Fischerella sp. NIES-3754,61,47,0,44,0,0,0,0
Fischerella sp. NIES-4106,16,10,0,0,0,0,0,0
Rivularia sp. PCC 7116,40,51,51,53,85,55,43,110
Microchaete diplosiphon,19,0,0,0,0,0,0,0
Scytonema sp. HK-05,46,0,0,0,0,0,0,0
Tolypothrix sp. PCC 7910,27,23,143,30,0,0,228,0
Nostocales cyanobacterium HT-58-2,22,21,16,31,18,15,0,37
Synechococcus sp. LTW-R,24,0,0,30,109,89,12,24
Synechococcus sp. PCC 7336,15,15,0,10,0,0,0,0
Synechococcus sp. KORDI-49,17,0,0,0,0,0,0,0
Synechococcus sp. WH 8020,18,0,0,0,0,0,0,0
Synechococcus sp. PCC 7502,18,0,0,0,0,0,0,0
Synechococcus sp. WH 7803,14,22,0,26,0,0,0,0
Synechococcus sp. JA-2-3B'a(2-13),40,0,0,0,0,0,0,0
Thermosynechococcus sp. CL-1,13,15,0,16,0,0,0,0
Thermostichus vulcanus,12,0,0,0,0,0,0,0
Dactylococcopsis salina,13,0,0,0,0,0,0,0
Leptolyngbya sp. PCC 7376,129,431,4702,798,983,2340,4626,2237
Leptolyngbya sp. NIES-3755,19,28,11,16,0,0,0,0
Leptolyngbya sp. O-77,17,10,0,16,0,0,0,0
Leptolyngbya boryana,26,28,0,22,0,0,0,0
Prochlorococcus marinus,130,96,34,96,27,20,14,29
Prochlorococcus sp. MIT 0604,30,16,0,21,0,0,0,0
Pseudanabaena sp. ABRG5-3,27,33,17,16,0,0,0,0
Pseudanabaena sp. PCC 7367,10,11,0,10,0,0,0,0
Acaryochloris marina,23,30,37,67,101,104,64,111
Chamaesiphon minutus,19,12,0,13,0,0,0,0
Thermoleptolyngbya sp. PKUAC-SCTA183,20,15,27,18,0,11,24,12
Halomicronema hongdechloris,17,0,0,12,0,0,0,0
Geminocystis sp. NIES-3708,24,23,0,13,0,0,0,0
Geminocystis sp. NIES-3709,24,56,264,67,53,128,240,126
Geminocystis herdmanii,40,27,21,29,45,34,24,30
Chondrocystis sp. NIES-4102,32,17,0,15,0,0,0,0
Gloeothece citriformis,22,0,0,11,0,0,0,0
Gloeothece verrucosa,20,31,12,19,0,0,0,0
Crocosphaera subtropica,33,36,286,57,61,149,263,112
Cyanobacterium aponinum,62,50,25,46,46,25,27,52
Planktothrix agardhii,47,66,27,40,67,61,26,67
Trichodesmium erythraeum,18,13,0,13,0,0,0,12
Microcoleus sp. PCC 7113,14,11,10,0,0,0,0,0
Oxynema sp. AP17,14,14,0,0,0,0,0,0
Moorena producens,43,17,27,26,0,12,22,13
Oscillatoria acuminata,22,41,363,76,76,188,358,169
Crinalium epipsammum,27,25,13,32,0,0,0,0
Geitlerinema sp. PCC 7407,17,13,15,12,18,0,10,0
Oscillatoriales cyanobacterium JSC-12,11,0,18,27,40,32,19,56
Stanieria sp. NIES-3757,39,23,0,0,0,0,0,0
Stanieria cyanosphaera,26,27,0,25,0,0,0,0
Pleurocapsa minor,25,17,11,28,68,34,33,74
Gloeobacter violaceus,30,28,0,20,50,41,25,28
Gloeobacter kilaueensis,26,10,18,21,24,22,0,10
cyanobacterium endosymbiont of Rhopalodia gibberula,18,0,0,15,0,0,0,0
cyanobacterium endosymbiont of Epithemia turgida,12,19,0,0,0,0,0,0
Chroococcidiopsis thermalis,14,16,12,16,46,21,21,35
Gloeomargarita lithophora,10,0,0,0,0,0,0,0
Mycoplasma sp. (ex Biomphalaria glabrata),48,11,11,21,0,0,0,0
Mycoplasma sp. OR1901,25,34,142,43,39,101,161,75
Mycoplasma sp. Mirounga ES2806-NAS,22,12,0,0,0,0,0,0
Mycoplasma sp. NEAQ87857,10,0,0,0,0,0,0,0
Mycoplasma capricolum,50,0,31,0,0,0,28,26
Mycoplasma mycoides,29,14,0,0,0,0,0,0
Mycoplasma anserisalpingitidis,35,15,0,13,0,0,0,0
Mycoplasma bovirhinis,29,16,0,21,0,0,0,0
Malacoplasma penetrans,24,16,0,14,0,0,0,0
Mycoplasma putrefaciens,28,14,0,0,0,0,0,0
Mycoplasmopsis canis,27,36,10,20,0,0,0,0
Mycoplasmopsis bovis,25,0,0,0,0,0,0,0
Metamycoplasma cloacale,20,0,0,14,0,0,0,0
Mycoplasma gallinaceum,22,15,0,12,0,0,0,0
Mycoplasmopsis bovigenitalium,20,25,0,11,0,0,0,0
Mycoplasma yeatsii,20,12,0,27,0,0,0,0
Mycoplasma neurolyticum,17,0,0,0,0,0,0,0
Mycoplasmopsis glycophila,20,15,0,16,60,15,0,23
Mycoplasmopsis californica,17,18,0,18,0,0,0,0
Mycoplasma haemocanis,15,13,0,0,0,0,0,0
Mycoplasmopsis columboralis,14,0,0,0,0,0,0,0
Malacoplasma iowae,12,0,0,0,0,0,0,0
Mycoplasmopsis columbina,12,11,0,0,0,0,0,0
Mycoplasmopsis cynos,13,11,0,14,0,0,0,0
Mycoplasmoides genitalium,12,0,0,0,0,0,0,0
Mycoplasmopsis pulmonis,12,12,0,0,0,0,0,0
Metamycoplasma hominis,12,0,0,17,0,0,0,0
Mycoplasma nasistruthionis,11,0,0,0,0,0,0,0
Mycoplasma phocicerebrale,12,17,0,14,0,0,0,0
Mycoplasmopsis agalactiae,12,10,0,0,0,0,0,0
Mesomycoplasma hyopneumoniae,13,20,0,23,0,0,0,0
Metamycoplasma orale,10,0,0,0,0,0,0,0
Mycoplasma wenyonii,10,0,0,0,0,0,0,0
Spiroplasma helicoides,34,20,0,21,0,0,0,0
Spiroplasma sp. TIUS-1,14,0,0,0,0,0,0,0
Spiroplasma gladiatoris,23,0,0,0,0,0,0,0
Spiroplasma turonicum,20,16,0,0,0,0,0,0
Spiroplasma tabanidicola,20,0,0,0,0,0,0,0
Spiroplasma floricola,19,21,0,24,0,0,0,0
Spiroplasma litorale,17,0,0,0,0,0,0,0
Spiroplasma alleghenense,17,14,0,0,0,0,0,0
Spiroplasma monobiae,17,0,0,0,0,0,0,0
Spiroplasma apis,15,0,0,0,0,0,0,0
Spiroplasma eriocheiris,17,0,0,0,0,0,0,0
Spiroplasma culicicola,14,0,0,13,0,0,0,0
Spiroplasma taiwanense,13,0,0,0,0,0,0,0
Spiroplasma chinense,14,0,0,0,0,0,0,0
Spiroplasma corruscae,11,16,0,13,0,0,0,0
Spiroplasma diminutum,11,0,0,0,0,0,0,0
Spiroplasma poulsonii,21,0,0,0,0,0,0,0
Mesoplasma florum,19,17,0,30,17,0,0,13
Mesoplasma tabanidae,18,20,0,0,0,0,0,0
Mesoplasma lactucae,15,10,0,13,0,0,0,0
Mesoplasma entomophilum,18,0,0,0,0,0,0,0
Mesoplasma chauliocola,14,12,0,0,0,0,0,0
Mesoplasma syrphidae,11,0,0,0,0,0,0,0
Mesoplasma melaleucae,19,13,0,14,0,0,0,0
Williamsoniiplasma somnilux,18,0,0,0,0,0,0,0
Acholeplasma palmae,69,40,17,40,0,0,0,0
Haploplasma axanthum,54,45,15,35,0,0,0,0
Acholeplasma brassicae,50,30,13,30,0,0,0,0
Acholeplasma laidlawii,33,28,25,25,14,15,22,14
Acholeplasma oculi,31,24,16,29,0,0,11,0
Acholeplasma hippikon,32,24,0,27,0,0,0,0
Aster yellows witches'-broom phytoplasma,23,25,0,21,0,0,0,0
Candidatus Phytoplasma mali,17,0,0,0,0,0,0,0
Candidatus Phytoplasma ziziphi,12,0,0,0,0,0,0,0
Tenericutes bacterium MZ-XQ,55,37,11,25,0,0,0,0
Tenericutes bacterium MO-XQ,22,12,0,11,0,0,0,0
Candidatus Izimaplasma sp. HR1,40,20,0,18,0,0,0,0
Dehalococcoides mccartyi,100,115,333,119,0,0,315,140
Dehalogenimonas formicexedens,14,0,0,11,0,0,0,0
Dehalogenimonas lykanthroporepellens,13,0,0,0,10,0,0,0
Roseiflexus castenholzii,25,28,12,31,60,35,0,14
Roseiflexus sp. RS-1,17,15,15,14,39,26,0,17
Chloroflexus aurantiacus,23,15,0,11,0,0,0,0
Chloroflexus aggregans,11,0,0,15,0,0,0,0
Anaerolineaceae bacterium oral taxon 439,36,38,13,29,0,0,0,0
Anaerolinea thermophila,23,30,0,23,0,0,0,0
Caldilinea aerophila,49,45,15,35,0,0,0,0
Thermomicrobium roseum,16,17,0,15,0,0,0,0
Sphaerobacter thermophilus,13,15,11,12,0,0,0,0
Ktedonosporobacter rubrisoli,22,43,56,34,53,45,37,27
Deinococcus sp. NW-56,20,30,14,24,0,0,0,0
Deinococcus sp. D7000,22,0,0,0,0,0,0,0
Deinococcus metallilatus,24,0,0,15,34,19,11,11
Deinococcus gobiensis,23,20,0,20,11,0,0,0
Deinococcus wulumuqiensis,22,17,0,0,0,0,0,0
Deinococcus proteolyticus,14,0,0,0,0,20,0,13
Oceanithermus profundus,26,16,0,16,16,10,12,0
Marinithermus hydrothermalis,11,21,0,15,0,0,0,0
Armatimonadetes bacterium Uphvl-Ar2,24,0,0,11,11,10,0,12
Chthonomonas calidirosea,15,12,30,0,0,0,25,0
Fimbriimonas ginsengisoli,15,0,0,0,0,0,0,0
Klebsiella pneumoniae,225535,74694,31508,108864,0,0,0,0
Klebsiella variicola,95875,12254,4760,17338,0,69,89,41
Klebsiella quasipneumoniae,1172,374,555,486,501,950,1839,777
Klebsiella aerogenes,589,198,75,238,0,0,0,0
Klebsiella sp. PO552,128,23,0,35,0,0,0,0
Klebsiella sp. FDAARGOS_511,54,22,0,31,0,0,0,0
Klebsiella sp. P1CD1,61,31,0,0,0,0,0,0
Klebsiella sp. LY,29,0,0,0,0,0,0,0
Klebsiella oxytoca,364,131,67,160,150,124,76,123
Klebsiella michiganensis,324,89,42,155,0,0,0,0
Klebsiella huaxiensis,88,67,27,50,0,0,0,0
Klebsiella quasivariicola,141,24,0,48,0,0,0,0
Klebsiella grimontii,119,0,0,0,0,0,0,0
Escherichia coli,173473,384426,171077,239956,171,270,311,276
Escherichia fergusonii,312,558,235,298,0,0,0,0
Escherichia albertii,265,533,296,341,18,53,115,34
Escherichia marmotae,196,422,164,257,0,0,0,0
Escherichia sp. E4742,125,296,142,196,0,16,28,0
Citrobacter freundii,301,519,216,334,0,0,0,0
Citrobacter portucalensis,119,144,79,96,0,0,0,0
Citrobacter werkmanii,37,73,0,41,0,0,0,0
Citrobacter sp. RHB25-C09,45,58,25,52,0,0,0,0
Citrobacter sp. SNU WT2,34,37,12,30,0,0,0,0
Citrobacter sp. LY-1,35,31,0,22,0,0,0,0
Citrobacter sp. NMI7904_11,22,53,51,42,0,0,49,0
Citrobacter rodentium,39,49,15,35,0,0,0,0
Citrobacter farmeri,36,27,11,13,0,0,0,0
Citrobacter amalonaticus,54,136,40,57,0,0,0,0
Citrobacter koseri,24,61,0,0,0,0,0,0
Enterobacter cloacae,193,269,139,185,175,129,102,69
Enterobacter hormaechei,163,152,181,129,0,0,0,0
Enterobacter asburiae,59,122,103,74,0,97,137,130
Enterobacter cancerogenus,25,50,19,29,0,0,0,0
Enterobacter roggenkampii,28,52,0,42,0,0,0,0
Enterobacter cloacae complex sp.,21,34,84,39,0,117,333,130
Enterobacter chengduensis,14,0,0,0,0,0,0,0
Enterobacter ludwigii,29,61,0,34,0,0,0,0
Enterobacter sp. RHBSTW-00994,32,33,17,32,0,0,0,0
Enterobacter sp. E76,31,55,29,48,218,123,157,227
Enterobacter sp. RHBSTW-00175,32,20,12,15,0,0,0,0
Enterobacter sp. SA187,27,59,25,38,0,0,0,0
Enterobacter sp. 638,20,44,18,28,0,0,0,0
Enterobacter soli,19,11,0,0,0,0,0,0
Enterobacter oligotrophica,12,17,0,10,0,0,0,0
Enterobacter bugandensis,12,11,0,12,82,35,0,44
Shigella dysenteriae,282,601,245,381,0,0,0,0
Shigella flexneri,453,851,271,572,0,0,0,0
Shigella boydii,242,503,212,313,0,0,0,0
Salmonella enterica,526,694,327,494,1030,710,603,618
Salmonella bongori,38,71,22,35,0,0,0,0
Raoultella planticola,51,62,25,46,0,0,0,0
Raoultella ornithinolytica,78,88,44,65,0,0,0,0
Raoultella electrica,19,0,0,0,0,0,0,0
Raoultella terrigena,20,21,11,15,0,0,0,0
Enterobacteriaceae bacterium strain FGI 57,20,33,15,24,0,0,0,0
